FID,local_authority,site_name,site_code,address,datazone,development_potential,east,north,owner_1,owner_2,period,previous_use,site_size,site_type,la_s_code,sh_src,sh_date_uploaded,sh_src_id
pub_vdl.2553,Perth and Kinross,SITE 8 PERTH FOOD & DRINK PARK,1113,ARRAN ROAD PERTH,S01011925,Developable - Medium Term,310169,726479,Local Authority,Not applicable (i.e. only one owner),2014,Passive Open Space,1,Vacant Land,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1489
pub_vdl.2554,Renfrewshire,MURRAY STREET,350698,MURRAY STREET (SOUTH) PAISLEY (NORTH),S01012155,Developable - Short Term,247601,664658,Other Private,Not applicable (i.e. only one owner),1996-2000,Other General Industry,0.38,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1601
pub_vdl.2555,Perth and Kinross,SITE 9 PERTH FOOD & DRINK PARK,1114,ARRAN ROAD PERTH,S01011925,Developable - Medium Term,310235,726415,Local Authority,Not applicable (i.e. only one owner),2014,Passive Open Space,0.55,Vacant Land,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1490
pub_vdl.2556,Perth and Kinross,SITE 10 PERTH FOOD & DRINK PARK,1115,ARRAN ROAD PERTH,S01011925,Developable - Medium Term,310143,726379,Local Authority,Not applicable (i.e. only one owner),2014,Passive Open Space,0.57,Vacant Land,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1491
pub_vdl.2557,Perth and Kinross,SITE 11 PERTH FOOD & DRINK PARK,1116,ARRAN ROAD PERTH,S01011925,Developable - Medium Term,310073,726360,Local Authority,Not applicable (i.e. only one owner),2014,Passive Open Space,0.41,Vacant Land,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1492
pub_vdl.2558,Perth and Kinross,SITE 12 PERTH FOOD & DRINK PARK,1117,ARRAN ROAD PERTH,S01011925,Developable - Medium Term,309920,726518,Local Authority,Not applicable (i.e. only one owner),2014,Passive Open Space,4.1,Vacant Land,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1486
pub_vdl.2559,Perth and Kinross,STRONCHAVIE FARMHOUSE,1119,STARLOCH,S01011981,Developable - Undetermined,300487,763667,Other Private,Not applicable (i.e. only one owner),2007,Agriculture,0.21,Derelict,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1482
pub_vdl.2560,Perth and Kinross,NORTH BRIDGEND EAST,1120,BRIDGEND EAST KINROSS,S01011834,Developable - Short Term,311297,702128,Other Private,Not applicable (i.e. only one owner),2001-2004,Unknown,0.37,Vacant Land,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1493
pub_vdl.2561,Perth and Kinross,ROSEBANK,1121,1 FEUS AUCHTERARDER,S01011853,Developable - Short Term,295292,713295,Other Private,Not applicable (i.e. only one owner),2013,Residential - Housing,0.13,Derelict,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1469
pub_vdl.2562,Perth and Kinross,POTHILL,1122,AUCHTERARDER,S01011850,Developable - Medium Term,296115,711275,Other Private,Not applicable (i.e. only one owner),2005,Residential - Housing,0.11,Derelict,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1479
pub_vdl.2563,Perth and Kinross,KILKNOCKIEBANK FARM,1123,BRIDGE OF EARN,S01011884,Developable - Medium Term,315479,715130,Other Private,Not applicable (i.e. only one owner),Unknown,Agriculture,0.58,Derelict,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1483
pub_vdl.2564,Perth and Kinross,DRUMCHARRY COTTAGE,1124,FORTNIGALL,S01012017,Developable - Medium Term,275990,748070,Other Private,Not applicable (i.e. only one owner),2001-2004,Agriculture,0.3,Derelict,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1484
pub_vdl.2565,Perth and Kinross,STEADING 30 METRES NORTH OF WOODFIELD FARM HOUSE,1130,KINCLAVEN,S01011995,Developable - Short Term,314565,738469,Other Private,Other Private,Unknown,Residential - Housing,0.23,Derelict,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1494
pub_vdl.2566,Perth and Kinross,ERICHT MILLS,402,HAUGH ROAD RATTRAY,S01011980,Developable - Undetermined,318403,744893,Other Private,Not applicable (i.e. only one owner),1980 or earlier,Manufacturing,1.41,Derelict,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1439
pub_vdl.2567,Perth and Kinross,HILLSIDE HOSPITAL,630,DUNDEE ROAD PERTH,S01011944,Developable - Medium Term,312438,722926,Health Boards,Not applicable (i.e. only one owner),1996-2000,Community & Health,1.76,Vacant Land,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1438
pub_vdl.2568,Perth and Kinross,FORMER BROXDEN FARM STEADING,805,BROXDEN PERTH,S01011899,Developable - Short Term,308667,722562,Other Private,Not applicable (i.e. only one owner),2008,Agriculture,0.95,Vacant Land,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1449
pub_vdl.2571,Perth and Kinross,CROMWELL PARK,808,ALMONDBANK PERTH,S01011875,Developable - Medium Term,305867,726548,Unknown Private,Not applicable (i.e. only one owner),Unknown,Defence,1.55,Derelict,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1452
pub_vdl.2572,Perth and Kinross,MANOR FARM AND FARMHOUSE,809,INCHYRA ST MADOES,S01011957,Developable - Undetermined,318485,720493,Unknown Private,Not applicable (i.e. only one owner),2013,Residential - Housing,1.04,Derelict,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1453
pub_vdl.2573,Perth and Kinross,WESTFIELDS OF RATTRAY FARM,810,BALMORAL ROAD RATTRAY,S01011985,Developable - Medium Term,317760,746634,Other Private,Not applicable (i.e. only one owner),2001-2004,Agriculture,1.02,Derelict,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1454
pub_vdl.2574,Perth and Kinross,ARDONACHIE FARM,811,BANKFOOT PERTH,S01011995,Developable - Undetermined,307485,734700,Ownership unknown,Not applicable (i.e. only one owner),Unknown,Agriculture,0.94,Derelict,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1456
pub_vdl.2575,Perth and Kinross,FORMER GARTWHINZEAN HOTEL,812,POWMILL KINROSS,S01011833,Developable - Medium Term,301747,697941,Ownership unknown,Not applicable (i.e. only one owner),2001-2004,"Residential - Hotels, Hostels etc",1.12,Vacant Land,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1457
pub_vdl.2576,Perth and Kinross,DUNALASTAIR HOUSE,814,KINLOCH RANNOCH PITLOCHRY,S01012016,Developable - Undetermined,271048,758859,Unknown Private,Not applicable (i.e. only one owner),1980 or earlier,Residential - Housing,0.21,Derelict,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1458
pub_vdl.2577,Perth and Kinross,KIRK O' THE MUIRS,815,MURTHLY,S01011995,Developable - Undetermined,311228,737051,Unknown Private,Not applicable (i.e. only one owner),Unknown,Other,0.11,Derelict,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1462
pub_vdl.2578,Perth and Kinross,CULDEES CASTLE,816,MUTHILL CRIEFF,S01011851,Developable - Undetermined,288492,716097,Unknown Private,Not applicable (i.e. only one owner),1980 or earlier,Residential - Housing,0.37,Derelict,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1460
pub_vdl.2579,Perth and Kinross,EAST DRON FARM,817,INVERGOWRIE,S01011967,Developable - Undetermined,329650,732253,Unknown Private,Not applicable (i.e. only one owner),Unknown,Agriculture,0.14,Derelict,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1461
pub_vdl.2602,Renfrewshire,CARTHA CRESCENT,350806,CARTHA CRESCENT PAISLEY (EAST),S01012121,Developable - Short Term,249413,663227,Local Authority,Not applicable (i.e. only one owner),2006,Education,0.16,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1666
pub_vdl.2580,Perth and Kinross,FERNTOWER STABLES,818,CRIEFF,S01011860,Developable - Undetermined,287461,723134,Unknown Private,Not applicable (i.e. only one owner),Unknown,Agriculture,0.14,Derelict,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1463
pub_vdl.2581,Perth and Kinross,FORMER POMARIUM PLAYPARK,819,POMARIUM STREET PERTH,S01011943,Developable - Medium Term,311420,723265,Unknown Public,Not applicable (i.e. only one owner),1996-2000,Passive Open Space,0.2,Vacant Land,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1464
pub_vdl.2582,Perth and Kinross,LYNEDOCH FARM BUILDINGS,820,DALCRUE,S01012006,Developable - Undetermined,303533,728907,Unknown Private,Not applicable (i.e. only one owner),1980 or earlier,Agriculture,0.1,Derelict,S12000048,e18ea2b7-a86d-47c4-a1d9-94bd7ada0980,2025-11-30,1459
pub_vdl.2583,Renfrewshire,CANDREN ROAD (SOUTH),350678,CANDREN ROAD (SOUTH) PAISLEY (FERGUSLIE),S01012065,Uneconomic to Develop/Soft End Use,246118,663828,Local Authority,Not applicable (i.e. only one owner),1996-2000,Residential - Housing,0.62,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1607
pub_vdl.2585,Renfrewshire,BELTREES CRESCENT,350720,BELTREES CRESCENT PAISLEY (FERGUSLIE),S01012065,Uneconomic to Develop/Soft End Use,246099,663700,Local Authority,Not applicable (i.e. only one owner),2001-2004,Residential - Housing,2.69,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1585
pub_vdl.2586,Renfrewshire,BANKFOOT ROAD,350721,BANKFOOT ROAD PAISLEY (FERGUSLIE),S01012068,Developable - Undetermined,246790,664635,Local Authority,Not applicable (i.e. only one owner),2001-2004,Residential - Housing,1.24,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1604
pub_vdl.2587,Renfrewshire,DRUMS AVENUE (EAST),350723,DRUMS AVENUE (EAST) PAISLEY (FERGUSLIE),S01012069,Developable - Undetermined,247118,664452,Local Authority,Not applicable (i.e. only one owner),2001-2004,Residential - Housing,0.91,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1608
pub_vdl.2685,Renfrewshire,,8510643,CHURCHILL AVENUE JOHNSTONE,S01012042,Developable - Short Term,241417,661354,Local Authority,Not applicable (i.e. only one owner),2024,Education,0.22,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1664
pub_vdl.2588,Renfrewshire,DRUMS AVENUE (WEST),350724,DRUMS AVENUE (WEST) PAISLEY (FERGUSLIE),S01012069,Developable - Undetermined,247060,664431,Local Authority,Not applicable (i.e. only one owner),2001-2004,Residential - Housing,0.38,Derelict,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1582
pub_vdl.2589,Renfrewshire,INCHINNAN ROAD,350758,INCHINNAN ROAD RENFREW,S01012187,Developable - Short Term,249686,667875,Unknown Private,Not applicable (i.e. only one owner),2001-2004,Other General Industry,1.66,Derelict,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1632
pub_vdl.2590,Renfrewshire,HAMILTON STREET,350763,HAMILTON STREET PAISLEY (NORTH),S01012153,Developable - Short Term,248561,664606,Other Private,Not applicable (i.e. only one owner),2001-2004,Other General Industry,0.66,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1603
pub_vdl.2597,Renfrewshire,BEITH ROAD,350802,BEITH ROAD (EX HOTEL) JOHNSTONE,S01012027,Developable - Medium Term,242701,662385,Unknown Private,Not applicable (i.e. only one owner),2006,"Residential - Hotels, Hostels etc",0.19,Derelict,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1600
pub_vdl.2591,Renfrewshire,DRUMS CRESCENT,350770,DRUMS CRESCENT PAISLEY (FERGUSLIE),S01012069,Developable - Medium Term,247192,664484,Local Authority,Not applicable (i.e. only one owner),2001-2004,Residential - Housing,0.54,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1579
pub_vdl.2592,Renfrewshire,ROWAN STREET,350776,ROWAN STREET PAISLEY (EAST),S01012110,Developable - Short Term,248473,662655,Unknown Private,Not applicable (i.e. only one owner),2001-2004,Other General Industry,0.19,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1583
pub_vdl.2593,Renfrewshire,ALMOND CRESCENT,350779,ALMOND CRESCENT PAISLEY (FOXBAR),S01012080,Developable - Medium Term,245841,662615,Local Authority,Not applicable (i.e. only one owner),2001-2004,Residential - Housing,1.26,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1609
pub_vdl.2594,Renfrewshire,NORTH ROAD,350788,NORTH ROAD ( EAST ) JOHNSTONE,S01012056,Developable - Medium Term,242628,662708,Local Authority,Not applicable (i.e. only one owner),2001-2004,Residential - Housing,0.87,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1570
pub_vdl.2652,Renfrewshire,MAIN ROAD,8510358,MAIN ROAD ELDERSLIE,S01012051,Developable - Undetermined,244393,663188,Other Private,Not applicable (i.e. only one owner),1986-1990,Unknown,0.15,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1606
pub_vdl.2595,Renfrewshire,LOMOND CRESCENT,350796,LOMOND CRESCENT PAISLEY (GLENBURN),S01012102,Developable - Medium Term,247738,661769,Local Authority,Not applicable (i.e. only one owner),2005,Residential - Housing,0.73,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1586
pub_vdl.2596,Renfrewshire,MONTROSE ROAD,350799,MONTROSE ROAD PAISLEY (FOXBAR),S01012083,Developable - Medium Term,245556,661644,Local Authority,Not applicable (i.e. only one owner),2005,Residential - Housing,0.55,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1573
pub_vdl.2598,Renfrewshire,MIDDLETON ROAD,350804,MIDDLETON ROAD LINWOOD,S01012030,Developable - Medium Term,244599,664967,Other National/Local Government,Not applicable (i.e. only one owner),2006,Community & Health,5.07,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1598
pub_vdl.2599,Renfrewshire,,350841,HIGH STREET (EX TA CENTRE) PAISLEY (CENTRAL),S01012132,Developable - Short Term,247856,663965,Other Private,Not applicable (i.e. only one owner),2009,Defence,0.28,Vacant Land and Buildings,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1618
pub_vdl.2600,Renfrewshire,,350844,MURRAY STREET (WEST) PAISLEY (FERGUSLIE),S01012069,Developable - Short Term,247277,664572,Other Private,Not applicable (i.e. only one owner),2009,Transport,1.83,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1649
pub_vdl.2601,Renfrewshire,BURNBRAE ROAD,350805,BURNBRAE ROAD LINWOOD (PHOENIX),S01012051,Developable - Short Term,243713,663796,Other National/Local Government,Not applicable (i.e. only one owner),2006,Community & Health,3.7,Derelict,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1597
pub_vdl.2603,Renfrewshire,,350810,HIGH STREET (EX PATON'S MILL) JOHNSTONE,S01012045,Developable - Short Term,242340,663337,Other Private,Not applicable (i.e. only one owner),2007,Manufacturing,1.15,Derelict,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1639
pub_vdl.2604,Renfrewshire,,350811,BUCCLEUCH AVENUE HILLINGTON,S01012182,Developable - Short Term,251338,665570,Other Private,Not applicable (i.e. only one owner),2007,Manufacturing,7.45,Derelict,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1628
pub_vdl.2605,Renfrewshire,,350816,SEEDHILL ROAD (AUCHENTORLIE) PAISLEY (EAST),S01012137,Developable - Short Term,249832,663657,Local Authority,Not applicable (i.e. only one owner),2007,Residential - Housing,0.82,Vacant Land and Buildings,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1591
pub_vdl.2606,Renfrewshire,,350823,FETLAR ROAD BRIDGE OF WEIR,S01012241,Developable - Short Term,238590,665610,Other Private,Not applicable (i.e. only one owner),2008,Residential - Housing,0.39,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1571
pub_vdl.2607,Renfrewshire,,350848,NEW SNEDDON STREET PAISLEY (NORTH),S01012153,Developable - Short Term,248412,664596,Other Private,Not applicable (i.e. only one owner),2009,Retailing,0.52,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1617
pub_vdl.2608,Renfrewshire,,350824,HIGHCRAIG AVENUE (WEST) JOHNSTONE,S01012038,Developable - Medium Term,241757,662009,Local Authority,Not applicable (i.e. only one owner),2008,Education,1.59,Derelict,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1667
pub_vdl.2643,Renfrewshire,FORMER ROYAL ORDNANCE,661,FORMER ROYAL ORDNANCE BISHOPTON,S01012030,Developable - Short Term,242761,670117,Other Private,Not applicable (i.e. only one owner),1996-2000,Defence,43.42,Derelict,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1637
pub_vdl.2609,Renfrewshire,,350825,HIGHCRAIG AVENUE (EAST) JOHNSTONE,S01012038,Developable - Medium Term,241950,662150,Local Authority,Not applicable (i.e. only one owner),2008,Education,1.63,Derelict,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1648
pub_vdl.2610,Renfrewshire,,350833,KILBARCHAN ROAD JOHNSTONE,S01012043,Developable - Medium Term,241503,662442,Other Private,Not applicable (i.e. only one owner),2009,Storage,0.77,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1623
pub_vdl.2612,Renfrewshire,,350836,THORNHILL JOHNSTONE,S01012052,Developable - Undetermined,243610,662954,Other Private,Not applicable (i.e. only one owner),2009,Offices,0.17,Vacant Land and Buildings,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1621
pub_vdl.2613,Renfrewshire,,350839,LADY LANE PAISLEY (CENTRAL),S01012132,Developable - Undetermined,247807,663864,Other Private,Not applicable (i.e. only one owner),2009,Recreation & Leisure,0.12,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1620
pub_vdl.2614,Renfrewshire,,350840,WELLMEADOW STREET PAISLEY (CENTRAL),S01012132,Developable - Undetermined,247746,663871,Other Private,Local Authority,2009,Retailing,0.12,Vacant Land and Buildings,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1619
pub_vdl.2615,Renfrewshire,,350852,ST JAMES AVENUE PAISLEY (NORTH),S01012158,Developable - Medium Term,246904,665164,Other Private,Not applicable (i.e. only one owner),2009,Passive Open Space,0.78,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1616
pub_vdl.2653,Renfrewshire,"BARSKIVEN ROAD, PHOENIX",8510384,"BARSKIVEN ROAD, PHOENIX LINWOOD (PHOENIX)",S01012062,Developable - Short Term,245919,664328,Other Private,Not applicable (i.e. only one owner),1986-1990,Manufacturing,1.69,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1641
pub_vdl.2616,Renfrewshire,,350853,GREENOCK ROAD (ST JAMES INT) PAISLEY (NORTH),S01012158,Developable - Short Term,246816,665277,Other Private,Not applicable (i.e. only one owner),2009,Passive Open Space,1.29,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1615
pub_vdl.2617,Renfrewshire,,350855,BURNSIDE PLACE PAISLEY (FERGUSLIE),S01012030,Developable - Short Term,246594,665230,Other Private,Not applicable (i.e. only one owner),2009,Agriculture,1.15,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1614
pub_vdl.2618,Renfrewshire,,350859,WELL STREET PAISLEY (FERGUSLIE),S01012069,Developable - Short Term,247298,664290,Private Gas,Not applicable (i.e. only one owner),2009,Storage,0.5,Derelict,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1613
pub_vdl.2619,Renfrewshire,,350864,MIDDLETON ROAD (NORTH) LINWOOD,S01012030,Uneconomic to Develop/Soft End Use,244414,665076,Other Private,Not applicable (i.e. only one owner),2009,Storage,0.56,Derelict,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1612
pub_vdl.2620,Renfrewshire,,350865,STIRLING DRIVE (SOUTH) LINWOOD,S01012225,Developable - Short Term,243193,664342,Other Private,Not applicable (i.e. only one owner),2009,Other,0.79,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1611
pub_vdl.2621,Renfrewshire,,350903,ABBOTSINCH ROAD PAISLEY (NORTH),S01012158,Developable - Short Term,248423,666144,Other Private,Not applicable (i.e. only one owner),2014,Other,0.48,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1633
pub_vdl.2622,Renfrewshire,,350866,FRENCH STREET RENFREW,S01012162,Developable - Medium Term,249725,666966,Other Private,Not applicable (i.e. only one owner),2009,Manufacturing,1.04,Derelict,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1638
pub_vdl.2623,Renfrewshire,,350869,HARBOUR ROAD PAISLEY (NORTH),S01012153,Developable - Short Term,248322,665058,Other Private,Not applicable (i.e. only one owner),2022,Transport,2.4,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1650
pub_vdl.2624,Renfrewshire,,350873,MARCHFIELD AVENUE (WEST) PAISLEY (NORTH),S01012158,Developable - Short Term,247987,665680,Other Private,Not applicable (i.e. only one owner),2009,Agriculture,0.51,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1610
pub_vdl.2625,Renfrewshire,,350875,PORTERFIELD ROAD (WEST) RENFREW,S01012162,Developable - Short Term,249505,667149,Other Private,Not applicable (i.e. only one owner),2009,Manufacturing,1.2,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1569
pub_vdl.2626,Renfrewshire,,350881,SANDYFORD ROAD PAISLEY (NORTH),S01012159,Developable - Medium Term,248986,665847,Other Private,Not applicable (i.e. only one owner),2010,Agriculture,0.36,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1624
pub_vdl.2627,Renfrewshire,,350883,CRAWFURD DRIVE PAISLEY (FERGUSLIE),S01012068,Developable - Undetermined,246697,664616,Local Authority,Not applicable (i.e. only one owner),2010,Education,0.66,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1626
pub_vdl.2628,Scottish Borders,BORDERS COLLEGE II,CENGAL302,MELROSE ROAD GALASHIELS,S01012285,Developable - Medium Term,349727,635998,Housing Association,Not applicable (i.e. only one owner),Unknown,Education,1.21,Vacant Land and Buildings,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2326
pub_vdl.2629,Renfrewshire,,350884,BLACKSTOUN ROAD PAISLEY (FERGUSLIE),S01012067,Developable - Undetermined,246631,664368,Local Authority,Not applicable (i.e. only one owner),2010,Recreation & Leisure,0.53,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1627
pub_vdl.2630,Renfrewshire,EX JUNCTION 27 RESTAURANT,350889,WALLNEUK ROAD PAISLEY (NORTH),S01012153,Developable - Short Term,248792,664381,Other Private,Not applicable (i.e. only one owner),2010,Other,0.14,Vacant Land and Buildings,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1625
pub_vdl.2631,Renfrewshire,,350890,INCHINNAN ROAD PAISLEY (NORTH),S01012158,Developable - Short Term,248306,665654,Other Private,Not applicable (i.e. only one owner),2010,Transport,0.5,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1643
pub_vdl.2632,Renfrewshire,OLDBARHILLS TRAVELLERS SITE,350891,HURLET ROAD PAISLEY,S01012027,Uneconomic to Develop/Soft End Use,250528,661571,Local Authority,Not applicable (i.e. only one owner),2012,"Residential - Hotels, Hostels etc",1.74,Derelict,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1631
pub_vdl.2633,Renfrewshire,EX WORKSHOP,350896,LACY STREET PAISLEY (EAST),S01012137,Developable - Short Term,249480,663844,Other Private,Not applicable (i.e. only one owner),2012,Manufacturing,0.13,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1630
pub_vdl.2634,Renfrewshire,,350899,ROCEP DRIVE RENFREW (BRAEHEAD),S01012182,Developable - Short Term,251931,666766,Other Private,Not applicable (i.e. only one owner),2013,Unknown,0.37,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1629
pub_vdl.2644,Renfrewshire,MACDOWELL STREET,662,MACDOWELL STREET PAISLEY (NORTH),S01012155,Developable - Medium Term,247535,664584,Other Private,Not applicable (i.e. only one owner),1996-2000,Storage,0.35,Derelict,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1644
pub_vdl.2635,Renfrewshire,,350904,ROW AVENUE RENFREW (BRAEHEAD),S01012182,Developable - Medium Term,252662,666173,Other Private,Not applicable (i.e. only one owner),2014,Unknown,0.6,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1634
pub_vdl.2636,Renfrewshire,EX TOWER BLOCK SITE (M8),350908,MONTGOMERY ROAD (ARKLESTON) PAISLEY (NORTH),S01012151,Developable - Short Term,249601,665592,Local Authority,Not applicable (i.e. only one owner),2015,Agriculture,1.25,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1668
pub_vdl.2646,Renfrewshire,HARBOUR ROAD NORTH,8510007,HARBOUR ROAD NORTH PAISLEY (NORTH),S01012153,Developable - Short Term,248465,665129,Other Private,Not applicable (i.e. only one owner),1981-1985,Utility Services,0.8,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1592
pub_vdl.2637,Renfrewshire,EX ELDERLY CARE FACILITY,350913,GARTHLAND LANE PAISLEY (CENTRAL),S01012134,Developable - Short Term,248890,664271,Local Authority,Not applicable (i.e. only one owner),2015,"Residential - Hotels, Hostels etc",0.32,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1636
